	shape	surface	color	target
5020	convex	smooth	gray	poisonous
5021	flat	scaly	yellow	poisonous
5022	flat	scaly	purple	edible
5023	convex	fibrous	yellow	poisonous
5024	flat	scaly	gray	poisonous
5025	convex	fibrous	yellow	poisonous
5026	convex	fibrous	yellow	poisonous
5027	convex	smooth	gray	poisonous
5028	flat	scaly	gray	poisonous
5029	flat	fibrous	yellow	poisonous
5030	flat	fibrous	yellow	poisonous
5031	convex	scaly	gray	poisonous
5032	convex	scaly	gray	poisonous
5033	convex	scaly	gray	poisonous
5034	convex	fibrous	gray	poisonous
5035	convex	scaly	yellow	poisonous
5036	flat	fibrous	gray	poisonous
5037	flat	fibrous	yellow	poisonous
5038	convex	scaly	gray	poisonous
5039	flat	fibrous	yellow	poisonous
5040	convex	scaly	brown	poisonous
5041	convex	fibrous	yellow	poisonous
5042	convex	scaly	yellow	poisonous
5043	flat	smooth	buff	poisonous
5044	flat	fibrous	gray	poisonous
5045	flat	scaly	yellow	poisonous
5046	convex	fibrous	yellow	poisonous
5047	flat	fibrous	gray	poisonous
5048	convex	scaly	yellow	poisonous
5049	convex	scaly	gray	poisonous
5050	convex	scaly	red	poisonous
5051	knobbed	scaly	buff	edible
5052	flat	scaly	buff	edible
5053	convex	scaly	gray	poisonous
5054	flat	fibrous	yellow	poisonous
5055	convex	scaly	gray	poisonous
5056	flat	scaly	gray	poisonous
5057	convex	smooth	buff	poisonous
5058	flat	scaly	yellow	poisonous
5059	convex	smooth	white	poisonous
5060	convex	fibrous	yellow	poisonous
5061	convex	scaly	gray	poisonous
5062	convex	smooth	white	poisonous
5063	flat	smooth	buff	poisonous
5064	convex	smooth	white	poisonous
5065	flat	fibrous	yellow	poisonous
5066	flat	scaly	gray	poisonous
5067	convex	fibrous	yellow	poisonous
5068	flat	fibrous	gray	poisonous
5069	convex	scaly	white	edible
5070	convex	smooth	red	edible
5071	convex	scaly	gray	poisonous
5072	flat	fibrous	gray	poisonous
5073	convex	scaly	brown	poisonous
5074	convex	scaly	gray	poisonous
5075	flat	fibrous	gray	poisonous
5076	flat	fibrous	yellow	poisonous
5077	flat	fibrous	yellow	poisonous
5078	flat	fibrous	red	edible
5079	convex	scaly	yellow	poisonous
5080	flat	scaly	yellow	poisonous
5081	flat	fibrous	gray	poisonous
5082	convex	scaly	yellow	poisonous
5083	convex	fibrous	yellow	poisonous
5084	knobbed	fibrous	yellow	poisonous
5085	flat	fibrous	yellow	poisonous
5086	knobbed	fibrous	cinnamon	edible
5087	flat	fibrous	gray	poisonous
5088	flat	scaly	yellow	poisonous
5089	convex	scaly	gray	poisonous
5090	convex	scaly	gray	poisonous
5091	flat	fibrous	yellow	poisonous
5092	flat	scaly	yellow	poisonous
5093	convex	fibrous	yellow	poisonous
5094	flat	fibrous	yellow	poisonous
5095	convex	scaly	yellow	poisonous
5096	bell	scaly	pink	poisonous
5097	knobbed	scaly	pink	edible
5098	convex	scaly	yellow	poisonous
5099	convex	fibrous	yellow	poisonous
5100	knobbed	scaly	buff	edible
5101	flat	scaly	yellow	poisonous
5102	convex	smooth	white	poisonous
5103	convex	scaly	brown	poisonous
5104	convex	scaly	brown	poisonous
5105	convex	scaly	red	poisonous
5106	flat	grooves	white	poisonous
5107	convex	smooth	gray	poisonous
5108	flat	scaly	cinnamon	edible
5109	convex	scaly	gray	poisonous
5110	flat	scaly	yellow	poisonous
5111	flat	scaly	yellow	poisonous
5112	flat	scaly	pink	edible
5113	convex	smooth	buff	poisonous
5114	convex	smooth	gray	poisonous
5115	convex	scaly	red	poisonous
5116	knobbed	scaly	cinnamon	edible
5117	convex	smooth	white	poisonous
5118	convex	smooth	white	poisonous
5119	flat	smooth	buff	poisonous
5120	flat	smooth	buff	poisonous
5121	knobbed	scaly	cinnamon	edible
5122	convex	scaly	gray	poisonous
5123	flat	smooth	white	poisonous
5124	flat	smooth	gray	poisonous
5125	conical	grooves	white	poisonous
5126	convex	smooth	gray	poisonous
5127	bell	grooves	white	poisonous
5128	convex	smooth	buff	poisonous
5129	flat	smooth	white	poisonous
5130	bell	fibrous	yellow	poisonous
5131	convex	scaly	brown	poisonous
5132	convex	scaly	brown	poisonous
5133	knobbed	smooth	brown	edible
5134	knobbed	scaly	buff	edible
5135	flat	smooth	white	poisonous
5136	flat	smooth	buff	poisonous
5137	flat	scaly	yellow	poisonous
5138	convex	scaly	gray	poisonous
5139	flat	smooth	buff	poisonous
5140	convex	scaly	brown	poisonous
5141	convex	scaly	red	poisonous
5142	flat	fibrous	gray	poisonous
5143	convex	smooth	red	edible
5144	convex	scaly	brown	poisonous
5145	convex	fibrous	yellow	poisonous
5146	convex	scaly	brown	poisonous
5147	flat	fibrous	brown	edible
5148	convex	scaly	brown	poisonous
5149	convex	smooth	buff	edible
5150	flat	scaly	brown	edible
5151	flat	scaly	yellow	poisonous
5152	flat	scaly	buff	poisonous
5153	convex	scaly	brown	poisonous
5154	convex	scaly	brown	poisonous
5155	convex	smooth	buff	poisonous
5156	convex	smooth	buff	poisonous
5157	flat	scaly	yellow	poisonous
5158	flat	smooth	gray	poisonous
5159	convex	scaly	brown	poisonous
5160	convex	smooth	buff	poisonous
5161	flat	fibrous	brown	poisonous
5162	convex	scaly	red	edible
5163	flat	smooth	buff	poisonous
5164	flat	smooth	white	poisonous
5165	knobbed	scaly	red	edible
5166	convex	fibrous	yellow	poisonous
5167	convex	fibrous	brown	poisonous
5168	convex	scaly	brown	edible
5169	convex	scaly	gray	poisonous
5170	flat	smooth	buff	poisonous
5171	flat	smooth	buff	poisonous
5172	flat	scaly	yellow	poisonous
5173	flat	scaly	yellow	poisonous
5174	convex	smooth	pink	edible
5175	flat	smooth	pink	edible
5176	bell	scaly	white	poisonous
5177	convex	scaly	cinnamon	edible
5178	flat	smooth	brown	edible
5179	convex	smooth	buff	poisonous
5180	convex	smooth	gray	poisonous
5181	flat	scaly	yellow	poisonous
5182	convex	smooth	buff	poisonous
5183	convex	smooth	white	poisonous
5184	flat	scaly	cinnamon	edible
5185	convex	scaly	red	poisonous
5186	flat	fibrous	yellow	poisonous
5187	convex	scaly	white	edible
5188	convex	scaly	yellow	poisonous
5189	flat	scaly	pink	poisonous
5190	flat	smooth	gray	poisonous
5191	convex	scaly	brown	poisonous
5192	knobbed	smooth	pink	edible
5193	convex	scaly	brown	poisonous
5194	convex	scaly	gray	poisonous
5195	flat	smooth	buff	poisonous
5196	knobbed	scaly	pink	edible
5197	convex	fibrous	yellow	poisonous
5198	flat	scaly	gray	poisonous
5199	flat	fibrous	gray	poisonous
5200	convex	smooth	buff	poisonous
5201	convex	scaly	brown	poisonous
5202	convex	scaly	yellow	poisonous
5203	flat	fibrous	yellow	poisonous
5204	flat	fibrous	brown	poisonous
5205	knobbed	smooth	buff	edible
5206	flat	scaly	yellow	poisonous
5207	convex	scaly	red	poisonous
5208	convex	smooth	gray	poisonous
5209	flat	smooth	brown	edible
5210	convex	scaly	gray	poisonous
5211	convex	scaly	brown	poisonous
5212	convex	smooth	gray	poisonous
5213	convex	smooth	gray	poisonous
5214	flat	scaly	pink	poisonous
5215	knobbed	scaly	buff	edible
5216	convex	smooth	white	poisonous
5217	convex	scaly	brown	poisonous
5218	knobbed	scaly	brown	edible
5219	flat	scaly	yellow	poisonous
5220	convex	scaly	pink	edible
5221	flat	smooth	gray	poisonous
5222	convex	smooth	pink	edible
5223	bell	scaly	brown	poisonous
5224	flat	smooth	buff	poisonous
5225	convex	scaly	brown	poisonous
5226	convex	scaly	brown	poisonous
5227	convex	smooth	buff	poisonous
5228	convex	scaly	brown	poisonous
5229	knobbed	scaly	pink	edible
5230	knobbed	fibrous	cinnamon	edible
5231	convex	scaly	yellow	poisonous
5232	convex	smooth	brown	edible
5233	flat	fibrous	gray	poisonous
5234	flat	scaly	yellow	poisonous
5235	flat	smooth	gray	poisonous
5236	knobbed	scaly	white	poisonous
5237	knobbed	fibrous	brown	edible
5238	knobbed	fibrous	yellow	poisonous
5239	flat	smooth	white	poisonous
5240	flat	scaly	yellow	poisonous
5241	flat	scaly	yellow	poisonous
5242	knobbed	smooth	buff	edible
5243	flat	scaly	yellow	poisonous
5244	convex	scaly	brown	poisonous
5245	convex	scaly	yellow	poisonous
5246	convex	scaly	yellow	poisonous
5247	bell	scaly	white	poisonous
5248	flat	scaly	yellow	poisonous
5249	convex	smooth	white	poisonous
5250	convex	smooth	buff	poisonous
5251	knobbed	scaly	buff	edible
5252	flat	scaly	yellow	poisonous
5253	convex	smooth	buff	poisonous
5254	bell	scaly	buff	poisonous
5255	convex	smooth	white	poisonous
5256	knobbed	smooth	brown	edible
5257	flat	smooth	gray	poisonous
5258	convex	fibrous	yellow	poisonous
5259	flat	smooth	gray	poisonous
5260	flat	scaly	yellow	poisonous
5261	knobbed	scaly	brown	poisonous
5262	flat	smooth	buff	poisonous
5263	flat	smooth	red	edible
5264	convex	scaly	brown	poisonous
5265	convex	scaly	brown	poisonous
5266	convex	scaly	brown	poisonous
5267	convex	smooth	white	poisonous
5268	knobbed	smooth	brown	edible
5269	flat	scaly	gray	poisonous
5270	convex	smooth	buff	edible
5271	flat	smooth	white	poisonous
5272	knobbed	fibrous	brown	edible
5273	convex	scaly	brown	poisonous
5274	flat	smooth	white	poisonous
5275	convex	smooth	gray	poisonous
5276	knobbed	scaly	yellow	poisonous
5277	flat	smooth	white	poisonous
5278	flat	fibrous	yellow	poisonous
5279	knobbed	scaly	pink	edible
5280	flat	scaly	white	poisonous
5281	flat	smooth	buff	poisonous
5282	flat	scaly	white	edible
5283	convex	scaly	green	edible
5284	convex	smooth	buff	edible
5285	flat	smooth	gray	poisonous
5286	convex	scaly	red	poisonous
5287	flat	scaly	yellow	poisonous
5288	flat	smooth	gray	poisonous
5289	flat	smooth	buff	poisonous
5290	flat	smooth	red	edible
5291	convex	scaly	red	poisonous
5292	flat	fibrous	gray	poisonous
5293	flat	scaly	yellow	poisonous
5294	convex	smooth	brown	edible
5295	flat	smooth	gray	poisonous
5296	convex	scaly	brown	poisonous
5297	flat	smooth	white	poisonous
5298	convex	fibrous	cinnamon	edible
5299	flat	smooth	gray	poisonous
5300	flat	fibrous	gray	poisonous
5301	convex	scaly	green	edible
5302	convex	fibrous	yellow	poisonous
5303	convex	scaly	brown	poisonous
5304	convex	scaly	brown	poisonous
5305	flat	scaly	red	edible
5306	convex	smooth	gray	poisonous
5307	knobbed	scaly	brown	edible
5308	flat	scaly	red	edible
5309	convex	scaly	brown	poisonous
5310	bell	scaly	brown	poisonous
5311	convex	scaly	brown	poisonous
5312	flat	scaly	buff	edible
5313	convex	smooth	white	poisonous
5314	flat	scaly	yellow	poisonous
5315	flat	scaly	brown	edible
5316	bell	scaly	white	poisonous
5317	convex	scaly	brown	edible
5318	flat	scaly	yellow	poisonous
5319	convex	smooth	buff	poisonous
5320	convex	scaly	brown	poisonous
5321	convex	smooth	gray	poisonous
5322	flat	smooth	gray	poisonous
5323	convex	scaly	brown	poisonous
5324	flat	scaly	white	edible
5325	convex	scaly	brown	poisonous
5326	flat	fibrous	gray	poisonous
5327	convex	scaly	red	poisonous
5328	convex	smooth	white	poisonous
5329	flat	scaly	gray	poisonous
5330	convex	smooth	white	poisonous
5331	knobbed	scaly	yellow	poisonous
5332	flat	smooth	white	poisonous
5333	flat	smooth	gray	poisonous
5334	convex	scaly	cinnamon	edible
5335	convex	smooth	white	poisonous
5336	convex	scaly	brown	poisonous
5337	flat	scaly	pink	poisonous
5338	flat	scaly	yellow	poisonous
5339	convex	smooth	pink	edible
5340	flat	scaly	buff	poisonous
5341	convex	fibrous	yellow	poisonous
5342	flat	scaly	yellow	poisonous
5343	flat	fibrous	brown	edible
5344	convex	fibrous	brown	edible
5345	convex	scaly	brown	poisonous
5346	flat	smooth	gray	poisonous
5347	convex	smooth	buff	poisonous
5348	flat	smooth	gray	poisonous
5349	convex	smooth	buff	poisonous
5350	convex	scaly	green	edible
5351	flat	scaly	yellow	poisonous
5352	flat	smooth	gray	poisonous
5353	convex	scaly	brown	poisonous
5354	flat	scaly	yellow	poisonous
5355	flat	smooth	white	poisonous
5356	convex	smooth	white	poisonous
5357	flat	scaly	gray	poisonous
5358	flat	scaly	yellow	poisonous
5359	convex	scaly	brown	poisonous
5360	convex	scaly	yellow	poisonous
5361	flat	smooth	brown	edible
5362	flat	scaly	yellow	poisonous
5363	flat	smooth	gray	poisonous
5364	convex	scaly	brown	poisonous
5365	flat	scaly	yellow	poisonous
5366	flat	scaly	yellow	poisonous
5367	flat	smooth	white	poisonous
5368	flat	smooth	pink	poisonous
5369	flat	scaly	yellow	poisonous
5370	knobbed	smooth	pink	edible
5371	convex	smooth	buff	poisonous
5372	convex	smooth	white	poisonous
5373	convex	smooth	white	poisonous
5374	convex	scaly	brown	poisonous
5375	bell	scaly	pink	poisonous
5376	convex	smooth	buff	poisonous
5377	convex	scaly	pink	edible
5378	convex	scaly	brown	poisonous
5379	convex	scaly	yellow	poisonous
5380	convex	smooth	white	poisonous
5381	flat	scaly	buff	edible
5382	flat	smooth	buff	poisonous
5383	convex	fibrous	cinnamon	edible
5384	flat	smooth	pink	edible
5385	convex	scaly	brown	edible
5386	flat	smooth	pink	edible
5387	flat	smooth	gray	poisonous
5388	knobbed	smooth	red	edible
5389	knobbed	scaly	red	edible
5390	flat	smooth	white	poisonous
5391	knobbed	smooth	buff	edible
5392	convex	smooth	buff	poisonous
5393	bell	scaly	yellow	poisonous
5394	convex	smooth	white	poisonous
5395	convex	fibrous	yellow	poisonous
5396	flat	scaly	yellow	poisonous
5397	bell	fibrous	brown	poisonous
5398	flat	scaly	yellow	poisonous
5399	flat	scaly	yellow	poisonous
5400	flat	scaly	cinnamon	edible
5401	convex	scaly	red	poisonous
5402	flat	smooth	white	poisonous
5403	convex	scaly	brown	poisonous
5404	bell	scaly	pink	poisonous
5405	flat	scaly	yellow	poisonous
5406	convex	smooth	buff	poisonous
5407	flat	scaly	yellow	poisonous
5408	flat	smooth	buff	poisonous
5409	flat	smooth	buff	poisonous
5410	convex	scaly	brown	poisonous
5411	flat	scaly	yellow	poisonous
5412	convex	smooth	brown	edible
5413	flat	scaly	yellow	poisonous
5414	flat	smooth	buff	edible
5415	flat	smooth	red	edible
5416	convex	smooth	brown	edible
5417	flat	smooth	white	poisonous
5418	flat	scaly	yellow	poisonous
5419	flat	smooth	pink	edible
5420	convex	smooth	red	edible
5421	flat	scaly	yellow	poisonous
5422	bell	scaly	buff	poisonous
5423	flat	smooth	buff	poisonous
5424	flat	smooth	gray	poisonous
5425	convex	smooth	buff	poisonous
5426	convex	fibrous	yellow	poisonous
5427	flat	smooth	white	poisonous
5428	convex	smooth	gray	poisonous
5429	flat	scaly	green	edible
5430	flat	scaly	yellow	poisonous
5431	convex	scaly	brown	poisonous
5432	convex	smooth	buff	poisonous
5433	convex	fibrous	cinnamon	edible
5434	convex	smooth	gray	poisonous
5435	convex	scaly	purple	edible
5436	convex	fibrous	yellow	poisonous
5437	flat	fibrous	gray	poisonous
5438	flat	scaly	white	poisonous
5439	convex	scaly	brown	poisonous
5440	convex	scaly	brown	poisonous
5441	convex	scaly	gray	poisonous
5442	convex	scaly	pink	edible
5443	flat	smooth	gray	poisonous
5444	convex	smooth	buff	poisonous
5445	convex	scaly	brown	poisonous
5446	convex	smooth	gray	poisonous
5447	convex	scaly	brown	poisonous
5448	flat	smooth	white	poisonous
5449	convex	smooth	gray	poisonous
5450	convex	smooth	gray	poisonous
5451	flat	scaly	yellow	poisonous
5452	flat	scaly	yellow	poisonous
5453	flat	scaly	gray	poisonous
5454	convex	scaly	yellow	poisonous
5455	convex	smooth	gray	poisonous
5456	flat	smooth	buff	poisonous
5457	flat	smooth	white	poisonous
5458	flat	fibrous	gray	poisonous
5459	flat	smooth	buff	poisonous
5460	convex	scaly	brown	poisonous
5461	convex	smooth	white	poisonous
5462	knobbed	smooth	red	edible
5463	flat	scaly	buff	poisonous
5464	convex	scaly	brown	poisonous
5465	knobbed	scaly	brown	edible
5466	flat	smooth	white	poisonous
5467	flat	smooth	white	poisonous
5468	convex	scaly	brown	poisonous
5469	convex	smooth	white	poisonous
5470	convex	scaly	brown	poisonous
5471	bell	smooth	pink	poisonous
5472	convex	scaly	red	poisonous
5473	flat	scaly	gray	poisonous
5474	convex	scaly	yellow	poisonous
5475	convex	scaly	gray	poisonous
5476	flat	scaly	white	poisonous
5477	flat	smooth	gray	poisonous
5478	knobbed	scaly	pink	edible
5479	convex	smooth	white	poisonous
5480	knobbed	smooth	pink	edible
5481	flat	smooth	white	poisonous
5482	convex	scaly	brown	poisonous
5483	convex	fibrous	yellow	poisonous
5484	flat	scaly	gray	poisonous
5485	convex	scaly	gray	poisonous
5486	convex	scaly	red	edible
5487	flat	scaly	yellow	poisonous
5488	convex	scaly	brown	poisonous
5489	convex	smooth	buff	poisonous
5490	flat	scaly	yellow	poisonous
5491	knobbed	scaly	red	edible
5492	flat	scaly	pink	poisonous
5493	flat	scaly	white	poisonous
5494	flat	scaly	yellow	poisonous
5495	flat	scaly	yellow	poisonous
5496	flat	scaly	green	edible
5497	convex	smooth	white	poisonous
5498	convex	smooth	white	poisonous
5499	convex	smooth	buff	poisonous
5500	convex	scaly	brown	poisonous
5501	knobbed	scaly	red	edible
5502	knobbed	smooth	pink	edible
5503	convex	scaly	buff	edible
5504	convex	smooth	gray	poisonous
5505	flat	scaly	yellow	poisonous
5506	convex	scaly	brown	poisonous
5507	conical	scaly	white	poisonous
5508	flat	smooth	white	poisonous
5509	flat	smooth	gray	poisonous
5510	convex	scaly	red	poisonous
5511	convex	smooth	gray	poisonous
5512	convex	scaly	brown	poisonous
5513	convex	scaly	pink	edible
5514	flat	scaly	white	edible
5515	flat	scaly	yellow	poisonous
5516	convex	scaly	brown	poisonous
5517	convex	fibrous	yellow	poisonous
5518	convex	scaly	brown	poisonous
5519	convex	smooth	gray	poisonous
5520	convex	scaly	brown	poisonous
5521	knobbed	fibrous	brown	edible
5522	convex	smooth	white	poisonous
5523	flat	scaly	yellow	poisonous
5524	convex	scaly	pink	edible
5525	bell	scaly	buff	poisonous
5526	flat	scaly	gray	poisonous
5527	flat	scaly	green	edible
5528	convex	scaly	brown	poisonous
5529	convex	scaly	brown	poisonous
5530	flat	smooth	buff	poisonous
5531	flat	scaly	yellow	poisonous
5532	convex	scaly	brown	poisonous
5533	flat	scaly	brown	edible
5534	convex	scaly	brown	poisonous
5535	flat	scaly	red	edible
5536	convex	scaly	buff	edible
5537	convex	smooth	brown	edible
5538	flat	smooth	white	poisonous
5539	convex	scaly	buff	edible
5540	convex	fibrous	yellow	poisonous
5541	flat	scaly	yellow	poisonous
5542	flat	scaly	yellow	poisonous
5543	knobbed	scaly	red	edible
5544	flat	smooth	white	poisonous
5545	knobbed	scaly	cinnamon	edible
5546	knobbed	scaly	brown	edible
5547	bell	smooth	pink	poisonous
5548	convex	scaly	brown	poisonous
5549	convex	smooth	buff	poisonous
5550	flat	scaly	green	edible
5551	convex	smooth	buff	poisonous
5552	flat	scaly	purple	edible
5553	convex	scaly	brown	poisonous
5554	convex	smooth	white	poisonous
5555	convex	smooth	red	edible
5556	flat	scaly	pink	edible
5557	convex	scaly	brown	poisonous
5558	convex	scaly	brown	poisonous
5559	convex	smooth	white	poisonous
5560	flat	scaly	yellow	poisonous
5561	convex	scaly	brown	edible
5562	convex	scaly	red	edible
5563	convex	smooth	white	poisonous
5564	convex	scaly	yellow	poisonous
5565	flat	smooth	buff	poisonous
5566	flat	fibrous	yellow	poisonous
5567	convex	smooth	gray	poisonous
5568	flat	smooth	pink	edible
5569	convex	scaly	brown	edible
5570	bell	scaly	white	poisonous
5571	flat	scaly	yellow	poisonous
5572	convex	scaly	red	poisonous
5573	convex	smooth	buff	poisonous
5574	convex	smooth	buff	poisonous
5575	convex	scaly	brown	poisonous
5576	bell	scaly	pink	poisonous
5577	convex	scaly	cinnamon	edible
5578	convex	scaly	brown	poisonous
5579	convex	smooth	white	poisonous
5580	convex	scaly	brown	poisonous
5581	flat	scaly	brown	edible
5582	convex	scaly	brown	poisonous
5583	flat	smooth	gray	poisonous
5584	convex	scaly	red	poisonous
5585	convex	scaly	green	edible
5586	bell	scaly	pink	poisonous
5587	convex	smooth	pink	edible
5588	convex	scaly	brown	poisonous
5589	convex	scaly	brown	poisonous
5590	flat	smooth	gray	poisonous
5591	flat	scaly	yellow	poisonous
5592	flat	scaly	pink	poisonous
5593	convex	scaly	brown	poisonous
5594	convex	scaly	brown	poisonous
5595	flat	smooth	buff	edible
5596	flat	smooth	buff	poisonous
5597	convex	scaly	cinnamon	edible
5598	convex	scaly	white	edible
5599	convex	scaly	brown	poisonous
5600	flat	scaly	brown	edible
5601	convex	scaly	brown	poisonous
5602	convex	scaly	brown	poisonous
5603	knobbed	scaly	pink	edible
5604	flat	smooth	white	poisonous
5605	convex	scaly	brown	poisonous
5606	flat	scaly	yellow	poisonous
5607	knobbed	scaly	brown	edible
5608	flat	smooth	gray	poisonous
5609	flat	smooth	white	poisonous
5610	flat	fibrous	gray	poisonous
5611	flat	smooth	brown	edible
5612	convex	fibrous	yellow	poisonous
5613	convex	scaly	brown	poisonous
5614	convex	scaly	red	poisonous
5615	flat	scaly	yellow	poisonous
5616	bell	smooth	white	poisonous
5617	convex	smooth	buff	poisonous
5618	flat	scaly	buff	edible
5619	convex	fibrous	cinnamon	edible
5620	flat	smooth	white	poisonous
5621	knobbed	smooth	pink	edible
5622	knobbed	scaly	brown	edible
